session_id,project_id,quest_id,user_id,user_sex,user_status,user_age,q_name,q_id,order,dv,starttime,endtime
70,2,10,8,female,student,23.1,PA_Q5,87,13,2,2018-11-03 13:24:00,2018-11-03 13:24:30
70,2,7,8,female,student,23.1,SC_Q1,60,1,2,2018-11-03 13:24:30,2018-11-03 13:25:06
70,2,7,8,female,student,23.1,SC_Q2,61,2,5,2018-11-03 13:24:30,2018-11-03 13:25:06
70,2,7,8,female,student,23.1,SC_Q3,62,3,5,2018-11-03 13:24:30,2018-11-03 13:25:06
70,2,7,8,female,student,23.1,SC_Q4,63,4,5,2018-11-03 13:24:30,2018-11-03 13:25:06
70,2,7,8,female,student,23.1,SC_Q5,64,5,1,2018-11-03 13:24:30,2018-11-03 13:25:06
70,2,7,8,female,student,23.1,SC_Q6,65,6,3,2018-11-03 13:24:30,2018-11-03 13:25:06
70,2,7,8,female,student,23.1,SC_Q7,66,7,4,2018-11-03 13:24:30,2018-11-03 13:25:06
70,2,7,8,female,student,23.1,SC_Q8,67,8,5,2018-11-03 13:24:30,2018-11-03 13:25:06
70,2,7,8,female,student,23.1,SC_Q9,68,9,5,2018-11-03 13:24:30,2018-11-03 13:25:06
70,2,11,8,female,student,23.1,R_Q1,96,1,5,2018-11-03 13:25:06,2018-11-03 13:25:44
70,2,11,8,female,student,23.1,R_Q2,97,2,5,2018-11-03 13:25:06,2018-11-03 13:25:44
70,2,11,8,female,student,23.1,R_Q3,98,3,5,2018-11-03 13:25:06,2018-11-03 13:25:44
70,2,11,8,female,student,23.1,R_Q4,99,4,5,2018-11-03 13:25:06,2018-11-03 13:25:44
70,2,11,8,female,student,23.1,R_Q5,100,5,5,2018-11-03 13:25:06,2018-11-03 13:25:44
70,2,11,8,female,student,23.1,R_Q6,101,6,5,2018-11-03 13:25:06,2018-11-03 13:25:44
70,2,11,8,female,student,23.1,R_Q7,102,7,5,2018-11-03 13:25:06,2018-11-03 13:25:44
70,2,11,8,female,student,23.1,R_Q8,103,8,5,2018-11-03 13:25:06,2018-11-03 13:25:44
70,2,11,8,female,student,23.1,R_Q9,104,9,5,2018-11-03 13:25:06,2018-11-03 13:25:44
70,2,11,8,female,student,23.1,R_Q10,105,10,5,2018-11-03 13:25:06,2018-11-03 13:25:44
70,2,11,8,female,student,23.1,R_Q11,106,11,5,2018-11-03 13:25:06,2018-11-03 13:25:44
70,2,11,8,female,student,23.1,R_Q12,107,12,5,2018-11-03 13:25:06,2018-11-03 13:25:44
70,2,11,8,female,student,23.1,R_Q13,108,13,5,2018-11-03 13:25:06,2018-11-03 13:25:44
70,2,11,8,female,student,23.1,R_Q14,109,14,5,2018-11-03 13:25:06,2018-11-03 13:25:44
70,2,11,8,female,student,23.1,R_Q15,110,15,5,2018-11-03 13:25:06,2018-11-03 13:25:44
70,2,12,8,female,student,23.1,EI_Q1,111,1,6,2018-11-03 13:25:44,2018-11-03 13:26:10
70,2,12,8,female,student,23.1,EI_Q2,112,2,5,2018-11-03 13:25:44,2018-11-03 13:26:10
70,2,12,8,female,student,23.1,EI_Q3,113,3,6,2018-11-03 13:25:44,2018-11-03 13:26:10
70,2,12,8,female,student,23.1,EI_Q4,114,4,5,2018-11-03 13:25:44,2018-11-03 13:26:10
70,2,12,8,female,student,23.1,EI_Q5,115,5,4,2018-11-03 13:25:44,2018-11-03 13:26:10
70,2,12,8,female,student,23.1,EI_Q6,116,6,5,2018-11-03 13:25:44,2018-11-03 13:26:10
70,2,13,8,female,student,23.1,SCI_Q1,117,1,3,2018-11-03 13:26:10,2018-11-03 13:26:40
70,2,13,8,female,student,23.1,SCI_Q2,118,2,4,2018-11-03 13:26:10,2018-11-03 13:26:40
70,2,13,8,female,student,23.1,SCI_Q3,119,3,3,2018-11-03 13:26:10,2018-11-03 13:26:40
70,2,13,8,female,student,23.1,SCI_Q4,120,4,2,2018-11-03 13:26:10,2018-11-03 13:26:40
70,2,13,8,female,student,23.1,SCI_Q5,121,5,2,2018-11-03 13:26:10,2018-11-03 13:26:40
70,2,13,8,female,student,23.1,SCI_Q6,122,6,2,2018-11-03 13:26:10,2018-11-03 13:26:40
70,2,13,8,female,student,23.1,SCI_Q7,123,7,2,2018-11-03 13:26:10,2018-11-03 13:26:40
70,2,13,8,female,student,23.1,SCI_Q8,124,8,4,2018-11-03 13:26:10,2018-11-03 13:26:40
70,2,17,8,female,student,23.1,debrief,134,1,1,2018-11-03 13:26:41,2018-11-03 13:27:37
100,2,15,8,female,student,23.1,consent,132,1,1,2018-11-06 20:22:05,2018-11-06 20:31:06
101,2,15,8,female,student,23.1,consent,132,1,1,2018-11-06 20:23:46,2018-11-06 20:33:06
101,2,16,8,female,student,23.1,initials,133,1,SM,2018-11-06 20:33:07,2018-11-06 20:33:12
101,2,14,8,female,student,23.1,SM2_Q1,125,1,5,2018-11-06 20:33:12,2018-11-06 20:33:31
101,2,14,8,female,student,23.1,SM2_Q2,126,2,2,2018-11-06 20:33:12,2018-11-06 20:33:31
101,2,14,8,female,student,23.1,SM2_Q3,127,3,3,2018-11-06 20:33:12,2018-11-06 20:33:31
101,2,14,8,female,student,23.1,SM2_Q4,128,4,2,2018-11-06 20:33:12,2018-11-06 20:33:31
101,2,14,8,female,student,23.1,SM2_Q5,129,5,3,2018-11-06 20:33:12,2018-11-06 20:33:31
101,2,14,8,female,student,23.1,SM2_Q6,130,6,3,2018-11-06 20:33:12,2018-11-06 20:33:31
101,2,14,8,female,student,23.1,SM2_Q7,131,7,4,2018-11-06 20:33:12,2018-11-06 20:33:31
101,2,10,8,female,student,23.1,PA_Q6,88,1,5,2018-11-06 20:33:31,2018-11-06 20:33:49
101,2,10,8,female,student,23.1,PA_Q12,94,2,1,2018-11-06 20:33:31,2018-11-06 20:33:49
101,2,10,8,female,student,23.1,PA_Q13,95,3,3,2018-11-06 20:33:31,2018-11-06 20:33:49
101,2,10,8,female,student,23.1,PA_Q9,91,4,3,2018-11-06 20:33:31,2018-11-06 20:33:49
101,2,10,8,female,student,23.1,PA_Q11,93,5,1,2018-11-06 20:33:31,2018-11-06 20:33:49
101,2,10,8,female,student,23.1,PA_Q4,86,6,3,2018-11-06 20:33:31,2018-11-06 20:33:49
101,2,10,8,female,student,23.1,PA_Q10,92,7,1,2018-11-06 20:33:31,2018-11-06 20:33:49
101,2,10,8,female,student,23.1,PA_Q2,84,8,4,2018-11-06 20:33:31,2018-11-06 20:33:49
101,2,10,8,female,student,23.1,PA_Q3,85,9,1,2018-11-06 20:33:31,2018-11-06 20:33:49
101,2,10,8,female,student,23.1,PA_Q5,87,10,3,2018-11-06 20:33:31,2018-11-06 20:33:49
101,2,10,8,female,student,23.1,PA_Q7,89,11,1,2018-11-06 20:33:31,2018-11-06 20:33:49
101,2,10,8,female,student,23.1,PA_Q8,90,12,4,2018-11-06 20:33:31,2018-11-06 20:33:49
101,2,10,8,female,student,23.1,PA_Q1,83,13,1,2018-11-06 20:33:31,2018-11-06 20:33:49
102,2,15,8,female,student,23.1,consent,132,1,1,2018-11-06 20:40:31,2018-11-06 20:40:36
121,2,15,14,female,res,42.6,consent,132,1,1,2018-11-08 06:47:50,2018-11-08 06:49:46
121,2,16,14,female,res,42.6,initials,133,1,,2018-11-08 06:49:46,2018-11-08 06:50:24
121,2,14,14,female,res,42.6,SM2_Q1,125,1,,2018-11-08 06:50:24,2018-11-08 06:51:15
121,2,14,14,female,res,42.6,SM2_Q2,126,2,,2018-11-08 06:50:24,2018-11-08 06:51:15
121,2,14,14,female,res,42.6,SM2_Q3,127,3,,2018-11-08 06:50:24,2018-11-08 06:51:15
121,2,14,14,female,res,42.6,SM2_Q4,128,4,,2018-11-08 06:50:24,2018-11-08 06:51:15
121,2,14,14,female,res,42.6,SM2_Q5,129,5,,2018-11-08 06:50:24,2018-11-08 06:51:15
121,2,14,14,female,res,42.6,SM2_Q6,130,6,,2018-11-08 06:50:24,2018-11-08 06:51:15
121,2,14,14,female,res,42.6,SM2_Q7,131,7,,2018-11-08 06:50:24,2018-11-08 06:51:15
121,2,13,14,female,res,42.6,SCI_Q1,117,1,,2018-11-08 06:52:59,2018-11-08 06:53:26
121,2,13,14,female,res,42.6,SCI_Q2,118,2,,2018-11-08 06:52:59,2018-11-08 06:53:26
121,2,13,14,female,res,42.6,SCI_Q3,119,3,,2018-11-08 06:52:59,2018-11-08 06:53:26
121,2,13,14,female,res,42.6,SCI_Q4,120,4,,2018-11-08 06:52:59,2018-11-08 06:53:26
121,2,13,14,female,res,42.6,SCI_Q5,121,5,,2018-11-08 06:52:59,2018-11-08 06:53:26
121,2,13,14,female,res,42.6,SCI_Q6,122,6,,2018-11-08 06:52:59,2018-11-08 06:53:26
121,2,13,14,female,res,42.6,SCI_Q7,123,7,,2018-11-08 06:52:59,2018-11-08 06:53:26
121,2,13,14,female,res,42.6,SCI_Q8,124,8,,2018-11-08 06:52:59,2018-11-08 06:53:26
123,2,15,8,female,student,23.1,consent,132,1,1,2018-11-08 15:26:54,2018-11-08 15:27:00
123,2,16,8,female,student,23.1,initials,133,1,SM,2018-11-08 15:27:00,2018-11-08 15:27:07
123,2,14,8,female,student,23.1,SM2_Q1,125,1,5,2018-11-08 15:27:08,2018-11-08 15:27:45
123,2,14,8,female,student,23.1,SM2_Q2,126,2,5,2018-11-08 15:27:08,2018-11-08 15:27:45
123,2,14,8,female,student,23.1,SM2_Q3,127,3,5,2018-11-08 15:27:08,2018-11-08 15:27:45
123,2,14,8,female,student,23.1,SM2_Q4,128,4,5,2018-11-08 15:27:08,2018-11-08 15:27:45
123,2,14,8,female,student,23.1,SM2_Q5,129,5,0,2018-11-08 15:27:08,2018-11-08 15:27:45
123,2,14,8,female,student,23.1,SM2_Q6,130,6,0,2018-11-08 15:27:08,2018-11-08 15:27:45
123,2,14,8,female,student,23.1,SM2_Q7,131,7,0,2018-11-08 15:27:08,2018-11-08 15:27:45
123,2,10,8,female,student,23.1,PA_Q6,88,1,5,2018-11-08 15:27:46,2018-11-08 15:29:21
123,2,10,8,female,student,23.1,PA_Q7,89,2,1,2018-11-08 15:27:46,2018-11-08 15:29:21
123,2,10,8,female,student,23.1,PA_Q3,85,3,5,2018-11-08 15:27:46,2018-11-08 15:29:21
123,2,10,8,female,student,23.1,PA_Q1,83,4,5,2018-11-08 15:27:46,2018-11-08 15:29:21
123,2,10,8,female,student,23.1,PA_Q8,90,5,5,2018-11-08 15:27:46,2018-11-08 15:29:21
123,2,10,8,female,student,23.1,PA_Q5,87,6,3,2018-11-08 15:27:46,2018-11-08 15:29:21
123,2,10,8,female,student,23.1,PA_Q10,92,7,1,2018-11-08 15:27:46,2018-11-08 15:29:21
123,2,10,8,female,student,23.1,PA_Q2,84,8,5,2018-11-08 15:27:46,2018-11-08 15:29:21
123,2,10,8,female,student,23.1,PA_Q11,93,9,5,2018-11-08 15:27:46,2018-11-08 15:29:21
123,2,10,8,female,student,23.1,PA_Q12,94,10,3,2018-11-08 15:27:46,2018-11-08 15:29:21
123,2,10,8,female,student,23.1,PA_Q9,91,11,1,2018-11-08 15:27:46,2018-11-08 15:29:21
123,2,10,8,female,student,23.1,PA_Q13,95,12,5,2018-11-08 15:27:46,2018-11-08 15:29:21
123,2,10,8,female,student,23.1,PA_Q4,86,13,5,2018-11-08 15:27:46,2018-11-08 15:29:21
123,2,7,8,female,student,23.1,SC_Q1,60,1,1,2018-11-08 15:29:22,2018-11-08 15:29:54
123,2,7,8,female,student,23.1,SC_Q2,61,2,5,2018-11-08 15:29:22,2018-11-08 15:29:54
123,2,7,8,female,student,23.1,SC_Q3,62,3,5,2018-11-08 15:29:22,2018-11-08 15:29:54
123,2,7,8,female,student,23.1,SC_Q4,63,4,5,2018-11-08 15:29:22,2018-11-08 15:29:54
123,2,7,8,female,student,23.1,SC_Q5,64,5,1,2018-11-08 15:29:22,2018-11-08 15:29:54
123,2,7,8,female,student,23.1,SC_Q6,65,6,5,2018-11-08 15:29:22,2018-11-08 15:29:54
123,2,7,8,female,student,23.1,SC_Q7,66,7,5,2018-11-08 15:29:22,2018-11-08 15:29:54
123,2,7,8,female,student,23.1,SC_Q8,67,8,5,2018-11-08 15:29:22,2018-11-08 15:29:54
123,2,7,8,female,student,23.1,SC_Q9,68,9,5,2018-11-08 15:29:22,2018-11-08 15:29:54
123,2,11,8,female,student,23.1,R_Q1,96,1,5,2018-11-08 15:29:54,2018-11-08 15:32:31
123,2,11,8,female,student,23.1,R_Q2,97,2,5,2018-11-08 15:29:54,2018-11-08 15:32:31
123,2,11,8,female,student,23.1,R_Q3,98,3,5,2018-11-08 15:29:54,2018-11-08 15:32:31
123,2,11,8,female,student,23.1,R_Q4,99,4,5,2018-11-08 15:29:54,2018-11-08 15:32:31
123,2,11,8,female,student,23.1,R_Q5,100,5,5,2018-11-08 15:29:54,2018-11-08 15:32:31
123,2,11,8,female,student,23.1,R_Q6,101,6,5,2018-11-08 15:29:54,2018-11-08 15:32:31
123,2,11,8,female,student,23.1,R_Q7,102,7,5,2018-11-08 15:29:54,2018-11-08 15:32:31
123,2,11,8,female,student,23.1,R_Q8,103,8,5,2018-11-08 15:29:54,2018-11-08 15:32:31
123,2,11,8,female,student,23.1,R_Q9,104,9,5,2018-11-08 15:29:54,2018-11-08 15:32:31
123,2,11,8,female,student,23.1,R_Q10,105,10,5,2018-11-08 15:29:54,2018-11-08 15:32:31
123,2,11,8,female,student,23.1,R_Q11,106,11,5,2018-11-08 15:29:54,2018-11-08 15:32:31
123,2,11,8,female,student,23.1,R_Q12,107,12,5,2018-11-08 15:29:54,2018-11-08 15:32:31
123,2,11,8,female,student,23.1,R_Q13,108,13,5,2018-11-08 15:29:54,2018-11-08 15:32:31
123,2,11,8,female,student,23.1,R_Q14,109,14,5,2018-11-08 15:29:54,2018-11-08 15:32:31
123,2,11,8,female,student,23.1,R_Q15,110,15,5,2018-11-08 15:29:54,2018-11-08 15:32:31
123,2,12,8,female,student,23.1,EI_Q1,111,1,6,2018-11-08 15:32:32,2018-11-08 15:32:50
123,2,12,8,female,student,23.1,EI_Q2,112,2,6,2018-11-08 15:32:32,2018-11-08 15:32:50
123,2,12,8,female,student,23.1,EI_Q3,113,3,6,2018-11-08 15:32:32,2018-11-08 15:32:50
123,2,12,8,female,student,23.1,EI_Q4,114,4,6,2018-11-08 15:32:32,2018-11-08 15:32:50
123,2,12,8,female,student,23.1,EI_Q5,115,5,6,2018-11-08 15:32:32,2018-11-08 15:32:50
123,2,12,8,female,student,23.1,EI_Q6,116,6,6,2018-11-08 15:32:32,2018-11-08 15:32:50
123,2,13,8,female,student,23.1,SCI_Q1,117,1,3,2018-11-08 15:32:51,2018-11-08 15:33:17
123,2,13,8,female,student,23.1,SCI_Q2,118,2,4,2018-11-08 15:32:51,2018-11-08 15:33:17
123,2,13,8,female,student,23.1,SCI_Q3,119,3,3,2018-11-08 15:32:51,2018-11-08 15:33:17
123,2,13,8,female,student,23.1,SCI_Q4,120,4,2,2018-11-08 15:32:51,2018-11-08 15:33:17
123,2,13,8,female,student,23.1,SCI_Q5,121,5,2,2018-11-08 15:32:51,2018-11-08 15:33:17
123,2,13,8,female,student,23.1,SCI_Q6,122,6,1,2018-11-08 15:32:51,2018-11-08 15:33:17
123,2,13,8,female,student,23.1,SCI_Q7,123,7,3,2018-11-08 15:32:51,2018-11-08 15:33:17
123,2,13,8,female,student,23.1,SCI_Q8,124,8,4,2018-11-08 15:32:51,2018-11-08 15:33:17
123,2,17,8,female,student,23.1,debrief,134,1,1,2018-11-08 15:33:17,2018-11-08 15:33:56
128,2,15,1,female,admin,42.0,consent,132,1,1,2018-11-10 16:09:17,2018-11-10 16:09:32
149,2,15,8,female,student,23.1,consent,132,1,1,2018-11-11 12:58:50,2018-11-11 13:00:07
149,2,16,8,female,student,23.1,initials,133,1,SM,2018-11-11 13:00:07,2018-11-11 13:00:37
150,2,15,8,female,student,23.1,consent,132,1,1,2018-11-11 13:02:31,2018-11-11 13:02:35
150,2,16,8,female,student,23.1,initials,133,1,SM,2018-11-11 13:02:36,2018-11-11 13:02:39
150,2,14,8,female,student,23.1,SM2_Q1,125,1,5,2018-11-11 13:02:39,2018-11-11 13:03:04
150,2,14,8,female,student,23.1,SM2_Q2,126,2,5,2018-11-11 13:02:39,2018-11-11 13:03:04
150,2,14,8,female,student,23.1,SM2_Q3,127,3,5,2018-11-11 13:02:39,2018-11-11 13:03:04
150,2,14,8,female,student,23.1,SM2_Q4,128,4,5,2018-11-11 13:02:39,2018-11-11 13:03:04
150,2,14,8,female,student,23.1,SM2_Q5,129,5,0,2018-11-11 13:02:39,2018-11-11 13:03:04
150,2,14,8,female,student,23.1,SM2_Q6,130,6,0,2018-11-11 13:02:39,2018-11-11 13:03:04
150,2,14,8,female,student,23.1,SM2_Q7,131,7,0,2018-11-11 13:02:39,2018-11-11 13:03:04
150,2,10,8,female,student,23.1,PA_Q5,87,1,1,2018-11-11 13:03:05,2018-11-11 13:03:32
150,2,10,8,female,student,23.1,PA_Q1,83,2,5,2018-11-11 13:03:05,2018-11-11 13:03:32
150,2,10,8,female,student,23.1,PA_Q13,95,3,5,2018-11-11 13:03:05,2018-11-11 13:03:32
150,2,10,8,female,student,23.1,PA_Q9,91,4,2,2018-11-11 13:03:05,2018-11-11 13:03:32
150,2,10,8,female,student,23.1,PA_Q11,93,5,5,2018-11-11 13:03:05,2018-11-11 13:03:32
150,2,10,8,female,student,23.1,PA_Q4,86,6,5,2018-11-11 13:03:05,2018-11-11 13:03:32
150,2,10,8,female,student,23.1,PA_Q12,94,7,5,2018-11-11 13:03:05,2018-11-11 13:03:32
150,2,10,8,female,student,23.1,PA_Q6,88,8,3,2018-11-11 13:03:05,2018-11-11 13:03:32
150,2,10,8,female,student,23.1,PA_Q7,89,9,2,2018-11-11 13:03:05,2018-11-11 13:03:32
150,2,10,8,female,student,23.1,PA_Q8,90,10,5,2018-11-11 13:03:05,2018-11-11 13:03:32
150,2,10,8,female,student,23.1,PA_Q3,85,11,5,2018-11-11 13:03:05,2018-11-11 13:03:32
150,2,10,8,female,student,23.1,PA_Q10,92,12,2,2018-11-11 13:03:05,2018-11-11 13:03:32
150,2,10,8,female,student,23.1,PA_Q2,84,13,3,2018-11-11 13:03:05,2018-11-11 13:03:32
150,2,7,8,female,student,23.1,SC_Q1,60,1,5,2018-11-11 13:03:32,2018-11-11 13:04:07
150,2,7,8,female,student,23.1,SC_Q2,61,2,5,2018-11-11 13:03:32,2018-11-11 13:04:07
150,2,7,8,female,student,23.1,SC_Q3,62,3,5,2018-11-11 13:03:32,2018-11-11 13:04:07
150,2,7,8,female,student,23.1,SC_Q4,63,4,5,2018-11-11 13:03:32,2018-11-11 13:04:07
150,2,7,8,female,student,23.1,SC_Q5,64,5,1,2018-11-11 13:03:32,2018-11-11 13:04:07
150,2,7,8,female,student,23.1,SC_Q6,65,6,5,2018-11-11 13:03:32,2018-11-11 13:04:07
150,2,7,8,female,student,23.1,SC_Q7,66,7,4,2018-11-11 13:03:32,2018-11-11 13:04:07
150,2,7,8,female,student,23.1,SC_Q8,67,8,4,2018-11-11 13:03:32,2018-11-11 13:04:07
150,2,7,8,female,student,23.1,SC_Q9,68,9,5,2018-11-11 13:03:32,2018-11-11 13:04:07
150,2,11,8,female,student,23.1,R_Q1,96,1,5,2018-11-11 13:04:07,2018-11-11 13:04:41
150,2,11,8,female,student,23.1,R_Q2,97,2,5,2018-11-11 13:04:07,2018-11-11 13:04:41
150,2,11,8,female,student,23.1,R_Q3,98,3,5,2018-11-11 13:04:07,2018-11-11 13:04:41
150,2,11,8,female,student,23.1,R_Q4,99,4,5,2018-11-11 13:04:07,2018-11-11 13:04:41
150,2,11,8,female,student,23.1,R_Q5,100,5,5,2018-11-11 13:04:07,2018-11-11 13:04:41
150,2,11,8,female,student,23.1,R_Q6,101,6,5,2018-11-11 13:04:07,2018-11-11 13:04:41
150,2,11,8,female,student,23.1,R_Q7,102,7,5,2018-11-11 13:04:07,2018-11-11 13:04:41
150,2,11,8,female,student,23.1,R_Q8,103,8,5,2018-11-11 13:04:07,2018-11-11 13:04:41
150,2,11,8,female,student,23.1,R_Q9,104,9,5,2018-11-11 13:04:07,2018-11-11 13:04:41
150,2,11,8,female,student,23.1,R_Q10,105,10,5,2018-11-11 13:04:07,2018-11-11 13:04:41
150,2,11,8,female,student,23.1,R_Q11,106,11,5,2018-11-11 13:04:07,2018-11-11 13:04:41
150,2,11,8,female,student,23.1,R_Q12,107,12,5,2018-11-11 13:04:07,2018-11-11 13:04:41
150,2,11,8,female,student,23.1,R_Q13,108,13,5,2018-11-11 13:04:07,2018-11-11 13:04:41
150,2,11,8,female,student,23.1,R_Q14,109,14,5,2018-11-11 13:04:07,2018-11-11 13:04:41
150,2,11,8,female,student,23.1,R_Q15,110,15,5,2018-11-11 13:04:07,2018-11-11 13:04:41
150,2,12,8,female,student,23.1,EI_Q1,111,1,6,2018-11-11 13:04:41,2018-11-11 13:04:59
150,2,12,8,female,student,23.1,EI_Q2,112,2,6,2018-11-11 13:04:41,2018-11-11 13:04:59
150,2,12,8,female,student,23.1,EI_Q3,113,3,6,2018-11-11 13:04:41,2018-11-11 13:04:59
150,2,12,8,female,student,23.1,EI_Q4,114,4,6,2018-11-11 13:04:41,2018-11-11 13:04:59
150,2,12,8,female,student,23.1,EI_Q5,115,5,6,2018-11-11 13:04:41,2018-11-11 13:04:59
150,2,12,8,female,student,23.1,EI_Q6,116,6,6,2018-11-11 13:04:41,2018-11-11 13:04:59
150,2,13,8,female,student,23.1,SCI_Q1,117,1,3,2018-11-11 13:04:59,2018-11-11 13:05:50
150,2,13,8,female,student,23.1,SCI_Q2,118,2,3,2018-11-11 13:04:59,2018-11-11 13:05:50
150,2,13,8,female,student,23.1,SCI_Q3,119,3,3,2018-11-11 13:04:59,2018-11-11 13:05:50
150,2,13,8,female,student,23.1,SCI_Q4,120,4,2,2018-11-11 13:04:59,2018-11-11 13:05:50
150,2,13,8,female,student,23.1,SCI_Q5,121,5,2,2018-11-11 13:04:59,2018-11-11 13:05:50
150,2,13,8,female,student,23.1,SCI_Q6,122,6,3,2018-11-11 13:04:59,2018-11-11 13:05:50
150,2,13,8,female,student,23.1,SCI_Q7,123,7,2,2018-11-11 13:04:59,2018-11-11 13:05:50
150,2,13,8,female,student,23.1,SCI_Q8,124,8,3,2018-11-11 13:04:59,2018-11-11 13:05:50
150,2,17,8,female,student,23.1,debrief,134,1,1,2018-11-11 13:05:50,2018-11-11 13:06:19
151,2,15,8,female,student,23.1,consent,132,1,1,2018-11-11 21:05:48,2018-11-11 21:05:55
152,2,15,8,female,student,23.1,consent,132,1,1,2018-11-11 21:12:35,2018-11-11 21:12:41
152,2,16,8,female,student,23.1,initials,133,1,SM,2018-11-11 21:12:41,2018-11-11 21:12:47
152,2,14,8,female,student,23.1,SM2_Q1,125,1,5,2018-11-11 21:12:47,2018-11-11 21:13:06
152,2,14,8,female,student,23.1,SM2_Q2,126,2,5,2018-11-11 21:12:47,2018-11-11 21:13:06
152,2,14,8,female,student,23.1,SM2_Q3,127,3,5,2018-11-11 21:12:47,2018-11-11 21:13:06
152,2,14,8,female,student,23.1,SM2_Q4,128,4,3,2018-11-11 21:12:47,2018-11-11 21:13:06
152,2,14,8,female,student,23.1,SM2_Q5,129,5,0,2018-11-11 21:12:47,2018-11-11 21:13:06
152,2,14,8,female,student,23.1,SM2_Q6,130,6,0,2018-11-11 21:12:47,2018-11-11 21:13:06
152,2,14,8,female,student,23.1,SM2_Q7,131,7,3,2018-11-11 21:12:47,2018-11-11 21:13:06
152,2,10,8,female,student,23.1,PA_Q4,86,1,5,2018-11-11 21:13:06,2018-11-11 21:13:23
152,2,10,8,female,student,23.1,PA_Q8,90,2,5,2018-11-11 21:13:06,2018-11-11 21:13:23
152,2,10,8,female,student,23.1,PA_Q13,95,3,5,2018-11-11 21:13:06,2018-11-11 21:13:23
152,2,10,8,female,student,23.1,PA_Q9,91,4,5,2018-11-11 21:13:06,2018-11-11 21:13:23
152,2,10,8,female,student,23.1,PA_Q12,94,5,5,2018-11-11 21:13:06,2018-11-11 21:13:23
152,2,10,8,female,student,23.1,PA_Q1,83,6,5,2018-11-11 21:13:06,2018-11-11 21:13:23
152,2,10,8,female,student,23.1,PA_Q3,85,7,5,2018-11-11 21:13:06,2018-11-11 21:13:23
152,2,10,8,female,student,23.1,PA_Q6,88,8,5,2018-11-11 21:13:06,2018-11-11 21:13:23
152,2,10,8,female,student,23.1,PA_Q11,93,9,5,2018-11-11 21:13:06,2018-11-11 21:13:23
152,2,10,8,female,student,23.1,PA_Q2,84,10,5,2018-11-11 21:13:06,2018-11-11 21:13:23
152,2,10,8,female,student,23.1,PA_Q7,89,11,5,2018-11-11 21:13:06,2018-11-11 21:13:23
152,2,10,8,female,student,23.1,PA_Q10,92,12,5,2018-11-11 21:13:06,2018-11-11 21:13:23
152,2,10,8,female,student,23.1,PA_Q5,87,13,5,2018-11-11 21:13:06,2018-11-11 21:13:23
152,2,7,8,female,student,23.1,SC_Q1,60,1,5,2018-11-11 21:13:23,2018-11-11 21:13:37
152,2,7,8,female,student,23.1,SC_Q2,61,2,5,2018-11-11 21:13:23,2018-11-11 21:13:37
152,2,7,8,female,student,23.1,SC_Q3,62,3,5,2018-11-11 21:13:23,2018-11-11 21:13:37
